0.jpg,810.16547,442.70975,894.7418,505.39258,109,0.5282308
1.jpg,810.98773,440.02887,895.627,503.41675,109,0.6354624
2.jpg,433.67944,776.4464,501.32745,846.89056,40,0.73628134
2.jpg,809.8667,440.72067,896.7381,505.2462,109,0.5403872
3.jpg,433.72195,775.8645,501.8816,848.4192,40,0.9237924
3.jpg,810.60767,441.23154,895.85046,504.2716,109,0.6277932
5.jpg,433.494,775.1237,502.92102,846.41925,40,0.9402748
6.jpg,812.36255,440.9499,895.01385,505.74863,109,0.67244387
7.jpg,810.9564,441.3564,895.44617,504.46924,109,0.81850123
7.jpg,432.91916,775.93524,502.2928,845.86176,40,0.7798352
8.jpg,432.9446,776.99854,502.6574,847.4891,40,0.9403997
8.jpg,811.656,441.95227,895.49274,506.63336,109,0.7720615
9.jpg,433.3525,777.7607,503.1529,850.12573,40,0.6514976
10.jpg,811.50336,440.65488,893.45416,505.33276,109,0.50197756
11.jpg,433.58545,777.2594,502.15936,846.6611,40,0.6091531
12.jpg,433.66122,777.21545,503.19208,848.5327,40,0.5748476
13.jpg,432.5111,778.93823,503.21783,851.504,40,0.9820333
14.jpg,431.95938,779.5314,502.75943,851.3693,40,0.94612795
15.jpg,431.69992,781.58936,503.35587,855.4918,40,0.621784
20.jpg,422.6658,793.0553,496.5745,868.71265,40,0.6313631
21.jpg,419.85938,792.73285,492.31226,864.7597,40,0.86346775
22.jpg,418.57443,793.49194,490.22882,868.32153,40,0.9846085
23.jpg,415.4772,794.69714,492.871,876.2641,40,0.7167449
26.jpg,406.35635,810.5656,486.02124,890.931,40,0.9840158
27.jpg,402.4789,814.90497,481.13055,895.5251,40,0.7787253
28.jpg,399.94882,818.3319,476.56622,899.2607,40,0.9660574
29.jpg,397.2414,821.5693,475.33136,906.85767,40,0.6961325
30.jpg,389.7263,828.0458,470.25217,910.8718,40,0.67575145
31.jpg,384.52057,831.47705,468.91986,915.5868,40,0.9938141
32.jpg,380.39386,836.9799,464.85553,919.76526,40,0.9793594
33.jpg,375.23926,842.38904,460.8005,927.7955,40,0.99855036
34.jpg,372.61264,846.43115,460.66104,932.8206,40,0.9998975
35.jpg,375.2874,850.8781,461.2379,939.8185,40,0.9867916
36.jpg,377.37888,861.6789,469.0666,950.58606,40,0.9996057
37.jpg,389.40634,870.35095,481.40485,960.71344,40,0.9617376
38.jpg,404.7171,873.6292,500.94067,966.0325,40,0.99969625
39.jpg,424.2847,878.6996,519.4406,973.20856,40,0.7480235
40.jpg,449.7009,887.8149,547.32,985.4128,40,0.9985524
41.jpg,482.34625,899.3654,581.06805,993.8051,40,0.9570152
43.jpg,562.0032,916.1275,664.5859,1017.5041,40,0.99728525
44.jpg,612.4058,923.59155,716.4729,1028.5614,40,0.7427168
191.jpg,1167.4515,436.45572,1217.2687,483.663,40,0.9414349
193.jpg,1167.1324,433.9529,1217.4688,480.16092,40,0.8626579
194.jpg,1168.9296,432.40475,1218.5481,478.54205,40,0.8497007
195.jpg,1169.211,433.3459,1219.5936,480.68924,40,0.67606604
238.jpg,824.94073,542.5751,853.1202,568.29895,53,0.5993797
238.jpg,824.7557,542.5362,852.94354,568.4655,62,0.59904784
239.jpg,1181.39,448.43896,1232.1992,495.67093,40,0.82877386
239.jpg,825.87756,543.32544,853.8482,568.893,53,0.5621738
240.jpg,1185.1206,447.1134,1233.984,492.3801,40,0.8696179
249.jpg,782.3497,447.79712,810.5897,476.16446,23,0.5378361
251.jpg,839.5791,532.1422,869.5997,559.7237,62,0.9953454
252.jpg,841.9338,528.1943,869.3934,555.19885,62,0.9717947
253.jpg,842.16925,523.4233,869.60315,551.3376,62,0.89772576
255.jpg,845.0528,524.1003,873.2925,552.66724,62,0.9947844
256.jpg,846.1399,525.66504,874.4912,553.193,62,0.938526
256.jpg,783.6673,446.16696,810.1179,472.20078,103,0.52967006
257.jpg,848.47723,526.5299,875.7535,555.6348,62,0.9738842
257.jpg,1243.9056,417.38733,1299.2922,469.06555,40,0.73181015
258.jpg,850.0534,526.8232,876.86554,554.7818,62,0.9757646
259.jpg,851.65216,527.45215,877.8584,554.7983,62,0.83621204
264.jpg,852.4931,531.188,878.7983,558.3948,62,0.69665164
265.jpg,849.4943,526.9179,876.4472,554.8309,62,0.98847383
266.jpg,847.2679,525.5577,875.0099,554.0889,62,0.9647404
267.jpg,845.27246,527.1247,873.3253,555.2018,62,0.9977151
268.jpg,842.2105,529.43463,868.97876,556.0318,62,0.76397336
269.jpg,839.3396,528.30585,867.28973,556.23193,62,0.9306506
270.jpg,834.3443,517.2078,861.7963,546.4111,62,0.85086966
270.jpg,184.50865,423.46857,226.30719,461.80994,103,0.613047
271.jpg,829.8266,509.09613,858.3525,538.3346,62,0.93503535
271.jpg,177.14099,417.3825,219.5588,454.72647,103,0.57849854
274.jpg,809.12646,519.15985,837.87646,549.1733,62,0.99340147
275.jpg,802.3753,527.0491,829.64984,555.3109,62,0.97122544
275.jpg,135.82584,433.19238,177.93863,472.42395,103,0.68076754
276.jpg,121.20536,441.20963,167.27385,480.91864,103,0.7177415
279.jpg,73.6771,434.40375,118.99281,473.26648,103,0.65539366
280.jpg,52.87961,434.4647,97.23803,474.3622,103,0.8509635
282.jpg,10.329604,438.6168,59.625977,478.51245,103,0.9359599
283.jpg,705.43097,535.10803,734.08875,563.64545,62,0.87706643
284.jpg,690.0105,536.2142,718.4015,565.70935,62,0.93318665
285.jpg,674.48804,534.8495,703.83765,564.86273,62,0.9059197
289.jpg,590.2537,541.62854,619.1524,570.93427,62,0.960091
293.jpg,181.74728,242.14542,224.96399,352.54617,103,0.59119993
294.jpg,361.38742,540.098,391.8868,570.2416,62,0.6202239
295.jpg,30.013386,216.94336,77.25912,336.18832,103,0.99998057
295.jpg,298.20728,539.09686,329.99692,569.8134,62,0.50847006
322.jpg,1456.1971,271.7367,1496.7987,306.1534,22,0.7015927
364.jpg,1346.5728,236.81917,1416.3066,301.3885,6,0.65370166
365.jpg,1372.0825,223.92374,1445.034,291.79916,6,0.9986167
365.jpg,1372.8068,135.44312,1443.2549,206.0074,72,0.55490404
366.jpg,1399.8809,207.50525,1479.9475,277.82654,6,0.9980313
367.jpg,1432.6143,186.92836,1522.4291,263.19852,6,0.930004
368.jpg,1469.0994,66.6527,1560.1658,149.33089,81,0.9501547
368.jpg,1469.7539,66.28525,1559.5664,149.68349,72,0.93692
368.jpg,1469.4592,168.56412,1561.6102,250.40785,6,0.7266414
369.jpg,1509.8043,42.740597,1608.3662,129.71506,81,0.9948605
369.jpg,1512.3402,150.06462,1609.3018,234.63348,6,0.939933
369.jpg,1509.8043,42.740597,1608.3662,129.71506,78,0.84444904
370.jpg,1559.0499,9.194962,1662.4996,104.56774,81,0.988586
370.jpg,1559.0499,9.194962,1662.4996,104.56774,78,0.85286605
440.jpg,1373.1057,672.1511,1415.0052,712.25464,6,0.61132455
474.jpg,625.3045,405.7432,654.2569,432.86542,103,0.99717677
474.jpg,592.4413,407.93124,619.1623,433.31848,103,0.8328361
474.jpg,555.93915,408.19318,583.2247,434.41583,103,0.6514258
475.jpg,622.26105,405.77225,651.94904,432.8412,103,0.5201455
476.jpg,624.0498,403.47205,653.55237,429.9829,103,0.9998099
476.jpg,549.4418,403.9603,576.9195,429.36368,103,0.55473745
478.jpg,627.5581,392.52792,657.8309,418.67386,103,0.93830454
479.jpg,629.2599,403.62833,658.1211,430.70898,103,0.99930847
479.jpg,595.10754,405.52277,623.1768,431.86862,103,0.9941816
479.jpg,514.3245,407.13522,543.1694,433.45578,6,0.6524082
480.jpg,628.8254,406.20728,659.37384,434.26642,103,0.99300027
480.jpg,594.23224,406.96283,622.9777,433.44888,103,0.89670414
481.jpg,631.3592,424.5998,660.92114,451.4081,103,0.7841915
481.jpg,516.0137,425.2864,544.11884,451.89517,103,0.51007706
482.jpg,623.1843,412.56503,651.14374,438.48022,103,0.9097334
483.jpg,632.65375,404.29007,660.17236,431.0069,103,0.99312216
483.jpg,549.86847,403.54254,577.35,429.6825,103,0.95092124
483.jpg,466.01773,403.43915,494.81293,430.5501,103,0.85502607
483.jpg,511.66415,403.8377,540.39935,432.19916,103,0.6047639
484.jpg,464.3412,396.42004,491.92487,422.31403,103,0.986232
484.jpg,591.8607,398.9876,622.51227,427.07257,103,0.8047456
485.jpg,461.3879,394.49225,489.74487,420.40436,103,0.99123764
485.jpg,509.0726,395.21558,537.84,422.74127,103,0.7608825
485.jpg,634.35455,394.4445,662.29974,422.64233,103,0.69420445
485.jpg,547.6978,395.97372,575.1199,421.66333,103,0.5553685
486.jpg,588.79626,397.39407,620.244,426.5415,103,0.9695765
